39.02,18.76,1,F
42.15,24.03,1,F
35.61,18.85,1,F
40.18,20.57,1,F
39.97,21.12,1,F
40.29,20.66,1,F
31.36,16.74,1,F
35.23,17.94,1,F
31.42,17.24,1,F
39.86,21.25,1,F
35.12,19.18,1,F
33.93,17.45,1,F
43.09,22.12,1,F
32.42,15.57,1,F
36.65,18.18,1,F
37.59,19.56,1,F
35.36,21.68,1,F
38.98,23.93,1,F
35.9,17.04,1,F
33.32,18.56,1,F
29.9,14.96,1,F
32.28,17.95,1,F
32.86,15.58,1,F
31.91,17.77,1,F
35.14,20.95,1,F
29.67,17.12,1,F
41.96,20.78,1,F
34.23,19.64,1,F
40.88,20.16,1,F
35.86,19.83,1,F
35.62,18.31,1,F
34.9,17.85,1,F
34.41,18.21,1,F
37.52,22.9,1,F
36.47,23.83,1,F
33.36,16.85,1,F
37.31,19.67,1,F
39.02,19.55,1,F
38.39,19.1,1,F
34.31,17.75,1,F
36.55,18.14,2,F
35.41,17.74,2,F
32.79,18.06,2,F
31.74,19.3,2,F
31.85,16.82,2,F
38.33,19.97,2,F
33.81,13.83,2,F
34.98,18.09,2,F
33.36,19.17,2,F
40.13,19.48,2,F
36.58,20.08,2,F
34.49,17.77,2,F
31.66,16.3,2,F
33.92,17.56,2,F
33.85,18.18,2,F
40.88,21.54,2,F
36.84,21.21,2,F
28.73,17.13,2,F
31.99,17.75,2,F
28.25,13.81,2,F
32.7,17.16,2,F
37.17,19.09,2,F
36.36,21.1,2,F
44.1,24.59,2,F
27.67,16.9,2,F
36.4,20.17,2,F
38.13,15.55,2,F
36.91,17.79,2,F
30.28,17.38,2,F
35.61,17.06,2,F
36.97,19.83,2,F
32.7,16.08,2,F
34.06,16.97,2,F
37.62,19.81,2,F
38.39,18.62,2,F
37.06,18.88,2,F
39.49,19.56,2,F
39.73,21.31,2,F
34.49,17.26,2,F
30.8,17.98,2,F
36.32,19.4,2,F
36.62,19.31,2,F
37.73,19.01,2,F
34.27,17.73,2,F
35.42,16.74,2,F
36.12,15.16,3,F
39.35,23.72,3,F
37.03,20.97,3,F
37.58,22.26,3,F
37.44,19.79,3,F
36.67,18.09,3,F
39.27,21.76,3,F
39.35,19.85,3,F
35.85,19.23,3,F
39.45,22.67,3,F
32.47,17.74,3,F
40.16,18.85,3,F
35.84,19.87,3,F
35.71,18.12,3,F
41.25,19.7,3,F
36.18,19.59,3,F
33.74,18.62,3,F
35.12,17.73,3,F
38.69,18.09,3,F
37.59,19.01,3,F
36.23,20.19,3,F
40.09,20.33,3,F
37.43,20.59,3,F
38.63,18.89,3,F
35.29,18.12,3,F
40.46,20.81,3,F
30.4,17.38,3,F
39.4,19.76,3,F
39.47,21.52,3,F
38.57,19.18,3,F
41.21,20.39,3,F
35.42,18.89,3,F
34.61,20.5,3,F
38.86,20.17,3,F
29.53,13.69,3,F
38.82,20.12,3,F
31.62,16.98,3,F
35.23,19.21,3,F
32.36,17.73,3,F
33.47,18.96,3,F
26.78,13.16,3,F
36.17,18.21,3,F
34.36,16.95,3,F
35.87,16,3,F
36.97,19.62,3,F
44.3,26.02,4,F
35.89,16.56,4,F
40.23,21.78,4,F
35.12,19.12,4,F
39.15,21.12,4,F
41.81,19.3,4,F
33.09,16.4,4,F
33.65,17.35,4,F
41.43,21.65,4,F
43.63,22.8,4,F
36.01,18.8,4,F
39.52,19.37,4,F
32.05,18.8,4,F
36.18,15.28,4,F
40.59,22.4,4,F
39.64,21.09,4,F
40.14,23.51,4,F
36.15,18.35,4,F
36.56,19.97,4,F
35.24,18.23,4,F
39.38,20.76,4,F
34.62,19.44,4,F
42.15,20.76,4,F
34.05,16.66,4,F
34.05,16.5,4,F
43.59,21.65,4,F
33.47,17.94,4,F
38.2,21.54,4,F
33.33,18.51,4,F
37.32,20.6,4,F
31.93,19.33,4,F
39.68,17.2,4,F
38.97,19.18,4,F
36.7,19.78,4,F
36.96,19.53,4,F
34.49,18.14,4,F
31.93,14.9,4,F
39.51,19.97,4,F
39.02,19.87,4,F
31.33,14.81,4,F
38.62,19.59,4,F
37.78,16.56,4,F
35.55,17.5,4,F
35.83,18.77,4,F
43.65,23.58,4,F
