ko,gene
ko04611,evm.model.tig082700000172.129
ko04015,evm.model.tig082700000172.129
ko01522,evm.model.tig082700000172.129
ko04270,evm.model.tig082700000172.129
ko04114,evm.model.tig082700000172.129
ko04962,evm.model.tig082700000172.129
ko04970,evm.model.tig082700000172.129
ko04918,evm.model.tig082700000172.129
ko04211,evm.model.tig082700000172.129
ko04921,evm.model.tig082700000172.129
ko04020,evm.model.tig082700000172.129
ko04374,evm.model.tig082700000172.129
ko04912,evm.model.tig082700000172.129
ko05032,evm.model.tig082700000172.129
ko04725,evm.model.tig082700000172.129
ko04972,evm.model.tig082700000172.129
ko04971,evm.model.tig082700000172.129
ko04361,evm.model.tig082700000172.129
ko05207,evm.model.tig082700000172.129
ko04024,evm.model.tig082700000172.129
ko04022,evm.model.tig082700000172.129
ko04911,evm.model.tig082700000172.129
ko04540,evm.model.tig082700000172.129
ko04914,evm.model.tig082700000172.129
ko04723,evm.model.tig082700000172.129
ko04213,evm.model.tig082700000172.129
ko05166,evm.model.tig082700000071.207
ko04612,evm.model.tig082700000071.207
ko04918,evm.model.tig082700000071.207
ko04141,evm.model.tig082700000071.207
ko04145,evm.model.tig082700000071.207
ko05166,evm.model.tig082700000020.145
ko04612,evm.model.tig082700000020.145
ko04918,evm.model.tig082700000020.145
ko04141,evm.model.tig082700000020.145
ko04145,evm.model.tig082700000020.145
ko05166,evm.model.tig082700000020.144
ko04612,evm.model.tig082700000020.144
ko04918,evm.model.tig082700000020.144
ko04141,evm.model.tig082700000020.144
ko04145,evm.model.tig082700000020.144
ko04612,evm.model.tig082700000151.16
ko04612,evm.model.tig082700000206.17
ko04612,evm.model.tig082700000206.16
ko04612,evm.model.tig082700000160.135
ko04612,evm.model.tig082700000227.68
ko04612,evm.model.tig082700000227.67
ko05166,evm.model.tig082700031377.3
ko05152,evm.model.tig082700031377.3
ko04612,evm.model.tig082700031377.3
ko05205,evm.model.tig082700000227.59
ko04113,evm.model.tig082700000328.51
ko04113,evm.model.tig082700000172.35
ko05231,evm.model.tig082700000174.202
ko05231,evm.model.tig082700000016.482
ko05231,evm.model.tig082700000016.485
ko05231,evm.model.tig082700000016.490
ko05231,evm.model.tig082700000196.30
ko05231,evm.model.tig082700000175.39
ko05231,evm.model.tig082700000196.29
ko05231,evm.model.tig082700000140.298
ko01100,evm.model.tig082700000149.217
ko01110,evm.model.tig082700000149.217
ko00100,evm.model.tig082700000149.217
ko04150,evm.model.tig082700002120.417
ko04136,evm.model.tig082700002120.417
ko04151,evm.model.tig082700002120.417
ko04140,evm.model.tig082700002120.417
ko04138,evm.model.tig082700002120.417
ko04714,evm.model.tig082700002120.417
ko04150,evm.model.tig082700000328.45
ko04136,evm.model.tig082700000328.45
ko04151,evm.model.tig082700000328.45
ko04140,evm.model.tig082700000328.45
ko04138,evm.model.tig082700000328.45
ko04714,evm.model.tig082700000328.45
ko04150,evm.model.tig082700000153.63
ko04212,evm.model.tig082700000067.299
ko05022,evm.model.tig082700000067.299
ko05016,evm.model.tig082700000067.299
ko04138,evm.model.tig082700000067.299
ko04140,evm.model.tig082700000067.299
ko04139,evm.model.tig082700000067.299
ko05010,evm.model.tig082700000067.299
ko04136,evm.model.tig082700000067.299
ko05014,evm.model.tig082700000067.299
ko04150,evm.model.tig082700000067.299
ko05017,evm.model.tig082700000067.299
ko04212,evm.model.tig082700000208.124
ko05022,evm.model.tig082700000208.124
ko05016,evm.model.tig082700000208.124
ko04138,evm.model.tig082700000208.124
ko04140,evm.model.tig082700000208.124
ko04139,evm.model.tig082700000208.124
ko05010,evm.model.tig082700000208.124
ko04136,evm.model.tig082700000208.124
ko05014,evm.model.tig082700000208.124
ko04150,evm.model.tig082700000208.124
ko05017,evm.model.tig082700000208.124
ko04212,evm.model.tig082700000106.46
ko05022,evm.model.tig082700000106.46
ko05016,evm.model.tig082700000106.46
ko04138,evm.model.tig082700000106.46
ko04140,evm.model.tig082700000106.46
ko04139,evm.model.tig082700000106.46
ko05010,evm.model.tig082700000106.46
ko04136,evm.model.tig082700000106.46
ko05014,evm.model.tig082700000106.46
ko04150,evm.model.tig082700000106.46
ko05017,evm.model.tig082700000106.46
ko04212,evm.model.tig082700000153.20
ko05022,evm.model.tig082700000153.20
ko05016,evm.model.tig082700000153.20
ko04138,evm.model.tig082700000153.20
ko04140,evm.model.tig082700000153.20
ko04139,evm.model.tig082700000153.20
ko05010,evm.model.tig082700000153.20
ko04136,evm.model.tig082700000153.20
ko05014,evm.model.tig082700000153.20
ko04150,evm.model.tig082700000153.20
ko05017,evm.model.tig082700000153.20
ko04212,evm.model.tig082700000270.71
ko05022,evm.model.tig082700000270.71
ko05016,evm.model.tig082700000270.71
ko04138,evm.model.tig082700000270.71
ko04140,evm.model.tig082700000270.71
ko04139,evm.model.tig082700000270.71
ko05010,evm.model.tig082700000270.71
ko04136,evm.model.tig082700000270.71
ko05014,evm.model.tig082700000270.71
ko04150,evm.model.tig082700000270.71
ko05017,evm.model.tig082700000270.71
ko04212,evm.model.tig082700000020.458
ko05022,evm.model.tig082700000020.458
ko05016,evm.model.tig082700000020.458
ko04138,evm.model.tig082700000020.458
ko04140,evm.model.tig082700000020.458
ko04139,evm.model.tig082700000020.458
ko05010,evm.model.tig082700000020.458
ko04136,evm.model.tig082700000020.458
ko05014,evm.model.tig082700000020.458
ko04150,evm.model.tig082700000020.458
ko05017,evm.model.tig082700000020.458
ko04212,evm.model.tig082700000172.135
ko05022,evm.model.tig082700000172.135
ko05016,evm.model.tig082700000172.135
ko04138,evm.model.tig082700000172.135
ko04140,evm.model.tig082700000172.135
ko04139,evm.model.tig082700000172.135
ko05010,evm.model.tig082700000172.135
ko04136,evm.model.tig082700000172.135
ko05014,evm.model.tig082700000172.135
ko04150,evm.model.tig082700000172.135
ko05017,evm.model.tig082700000172.135
ko04212,evm.model.tig082700000225.33
ko05022,evm.model.tig082700000225.33
ko05016,evm.model.tig082700000225.33
ko04138,evm.model.tig082700000225.33
ko04140,evm.model.tig082700000225.33
ko04139,evm.model.tig082700000225.33
ko05010,evm.model.tig082700000225.33
ko04136,evm.model.tig082700000225.33
ko05014,evm.model.tig082700000225.33
ko04150,evm.model.tig082700000225.33
ko05017,evm.model.tig082700000225.33
ko04212,evm.model.tig082700000122.244
ko05022,evm.model.tig082700000122.244
ko05016,evm.model.tig082700000122.244
ko04138,evm.model.tig082700000122.244
ko04140,evm.model.tig082700000122.244
ko04139,evm.model.tig082700000122.244
ko05010,evm.model.tig082700000122.244
ko04136,evm.model.tig082700000122.244
ko05014,evm.model.tig082700000122.244
ko04150,evm.model.tig082700000122.244
ko05017,evm.model.tig082700000122.244
ko04212,evm.model.tig082700000253.92
ko05022,evm.model.tig082700000253.92
ko05016,evm.model.tig082700000253.92
ko04138,evm.model.tig082700000253.92
ko04140,evm.model.tig082700000253.92
ko04139,evm.model.tig082700000253.92
ko05010,evm.model.tig082700000253.92
ko04136,evm.model.tig082700000253.92
ko05014,evm.model.tig082700000253.92
ko04150,evm.model.tig082700000253.92
ko05017,evm.model.tig082700000253.92
ko04212,evm.model.tig082700000158.16
ko05022,evm.model.tig082700000158.16
ko05016,evm.model.tig082700000158.16
ko04138,evm.model.tig082700000158.16
ko04140,evm.model.tig082700000158.16
ko04139,evm.model.tig082700000158.16
ko05010,evm.model.tig082700000158.16
ko04136,evm.model.tig082700000158.16
ko05014,evm.model.tig082700000158.16
ko04150,evm.model.tig082700000158.16
ko05017,evm.model.tig082700000158.16
ko04212,evm.model.tig082700000016.400
ko05022,evm.model.tig082700000016.400
ko05016,evm.model.tig082700000016.400
ko04138,evm.model.tig082700000016.400
ko04140,evm.model.tig082700000016.400
ko04139,evm.model.tig082700000016.400
ko05010,evm.model.tig082700000016.400
ko04136,evm.model.tig082700000016.400
ko05014,evm.model.tig082700000016.400
ko04150,evm.model.tig082700000016.400
ko05017,evm.model.tig082700000016.400
ko04212,evm.model.tig082700000134.200
ko05022,evm.model.tig082700000134.200
ko05016,evm.model.tig082700000134.200
ko04138,evm.model.tig082700000134.200
ko04140,evm.model.tig082700000134.200
ko04139,evm.model.tig082700000134.200
ko05010,evm.model.tig082700000134.200
ko04136,evm.model.tig082700000134.200
ko05014,evm.model.tig082700000134.200
ko04150,evm.model.tig082700000134.200
ko05017,evm.model.tig082700000134.200
ko04212,evm.model.tig082700000328.40
ko05022,evm.model.tig082700000328.40
ko05016,evm.model.tig082700000328.40
ko04138,evm.model.tig082700000328.40
ko04140,evm.model.tig082700000328.40
ko04139,evm.model.tig082700000328.40
ko05010,evm.model.tig082700000328.40
ko04136,evm.model.tig082700000328.40
ko05014,evm.model.tig082700000328.40
ko04150,evm.model.tig082700000328.40
ko05017,evm.model.tig082700000328.40
ko04212,evm.model.tig082700000349.36
ko05022,evm.model.tig082700000349.36
ko05016,evm.model.tig082700000349.36
ko04138,evm.model.tig082700000349.36
ko04140,evm.model.tig082700000349.36
ko04139,evm.model.tig082700000349.36
ko05010,evm.model.tig082700000349.36
ko04136,evm.model.tig082700000349.36
ko05014,evm.model.tig082700000349.36
ko04150,evm.model.tig082700000349.36
ko05017,evm.model.tig082700000349.36
ko04212,evm.model.tig082700000225.29
ko05022,evm.model.tig082700000225.29
ko05016,evm.model.tig082700000225.29
ko04138,evm.model.tig082700000225.29
ko04140,evm.model.tig082700000225.29
ko04139,evm.model.tig082700000225.29
ko05010,evm.model.tig082700000225.29
ko04136,evm.model.tig082700000225.29
ko05014,evm.model.tig082700000225.29
ko04150,evm.model.tig082700000225.29
ko05017,evm.model.tig082700000225.29
ko04212,evm.model.tig082700002117.655
ko05022,evm.model.tig082700002117.655
ko05016,evm.model.tig082700002117.655
ko04138,evm.model.tig082700002117.655
ko04140,evm.model.tig082700002117.655
ko04139,evm.model.tig082700002117.655
ko05010,evm.model.tig082700002117.655
ko04136,evm.model.tig082700002117.655
ko05014,evm.model.tig082700002117.655
ko04150,evm.model.tig082700002117.655
ko05017,evm.model.tig082700002117.655
ko04212,evm.model.tig082700000484.5
ko05022,evm.model.tig082700000484.5
ko05016,evm.model.tig082700000484.5
ko04138,evm.model.tig082700000484.5
ko04140,evm.model.tig082700000484.5
ko04139,evm.model.tig082700000484.5
ko05010,evm.model.tig082700000484.5
ko04136,evm.model.tig082700000484.5
ko05014,evm.model.tig082700000484.5
ko04150,evm.model.tig082700000484.5
ko05017,evm.model.tig082700000484.5
ko04212,evm.model.tig082700000016.36
ko05022,evm.model.tig082700000016.36
ko05016,evm.model.tig082700000016.36
ko04138,evm.model.tig082700000016.36
ko04140,evm.model.tig082700000016.36
ko04139,evm.model.tig082700000016.36
ko05010,evm.model.tig082700000016.36
ko04136,evm.model.tig082700000016.36
ko05014,evm.model.tig082700000016.36
ko04150,evm.model.tig082700000016.36
ko05017,evm.model.tig082700000016.36
ko04212,evm.model.tig082700000151.151
ko05022,evm.model.tig082700000151.151
ko05016,evm.model.tig082700000151.151
ko04138,evm.model.tig082700000151.151
ko04140,evm.model.tig082700000151.151
ko04139,evm.model.tig082700000151.151
ko05010,evm.model.tig082700000151.151
ko04136,evm.model.tig082700000151.151
ko05014,evm.model.tig082700000151.151
ko04150,evm.model.tig082700000151.151
ko05017,evm.model.tig082700000151.151
ko04212,evm.model.tig082700000240.112
ko05022,evm.model.tig082700000240.112
ko05016,evm.model.tig082700000240.112
ko04138,evm.model.tig082700000240.112
ko04140,evm.model.tig082700000240.112
ko04139,evm.model.tig082700000240.112
ko05010,evm.model.tig082700000240.112
ko04136,evm.model.tig082700000240.112
ko05014,evm.model.tig082700000240.112
ko04150,evm.model.tig082700000240.112
ko05017,evm.model.tig082700000240.112
ko04212,evm.model.tig082700000122.71
ko05022,evm.model.tig082700000122.71
ko05016,evm.model.tig082700000122.71
ko04138,evm.model.tig082700000122.71
ko04140,evm.model.tig082700000122.71
ko04139,evm.model.tig082700000122.71
ko05010,evm.model.tig082700000122.71
ko04136,evm.model.tig082700000122.71
ko05014,evm.model.tig082700000122.71
ko04150,evm.model.tig082700000122.71
ko05017,evm.model.tig082700000122.71
ko04212,evm.model.tig082700000096.85
ko05022,evm.model.tig082700000096.85
ko05016,evm.model.tig082700000096.85
ko04138,evm.model.tig082700000096.85
ko04140,evm.model.tig082700000096.85
ko04139,evm.model.tig082700000096.85
ko05010,evm.model.tig082700000096.85
ko04136,evm.model.tig082700000096.85
ko05014,evm.model.tig082700000096.85
ko04150,evm.model.tig082700000096.85
ko05017,evm.model.tig082700000096.85
ko04212,evm.model.tig082700000136.111
ko05022,evm.model.tig082700000136.111
ko05016,evm.model.tig082700000136.111
ko04138,evm.model.tig082700000136.111
ko04140,evm.model.tig082700000136.111
ko04139,evm.model.tig082700000136.111
ko05010,evm.model.tig082700000136.111
ko04136,evm.model.tig082700000136.111
ko05014,evm.model.tig082700000136.111
ko04150,evm.model.tig082700000136.111
ko05017,evm.model.tig082700000136.111
ko04212,evm.model.tig082700000187.101
ko05022,evm.model.tig082700000187.101
ko05016,evm.model.tig082700000187.101
ko04138,evm.model.tig082700000187.101
ko04140,evm.model.tig082700000187.101
ko04139,evm.model.tig082700000187.101
ko05010,evm.model.tig082700000187.101
ko04136,evm.model.tig082700000187.101
ko05014,evm.model.tig082700000187.101
ko04150,evm.model.tig082700000187.101
ko05017,evm.model.tig082700000187.101
ko04212,evm.model.tig082700002120.261
ko05022,evm.model.tig082700002120.261
ko05016,evm.model.tig082700002120.261
ko04138,evm.model.tig082700002120.261
ko04140,evm.model.tig082700002120.261
ko04139,evm.model.tig082700002120.261
ko05010,evm.model.tig082700002120.261
ko04136,evm.model.tig082700002120.261
ko05014,evm.model.tig082700002120.261
ko04150,evm.model.tig082700002120.261
ko05017,evm.model.tig082700002120.261
ko04212,evm.model.tig082700000206.37
ko05022,evm.model.tig082700000206.37
ko05016,evm.model.tig082700000206.37
ko04138,evm.model.tig082700000206.37
ko04140,evm.model.tig082700000206.37
ko04139,evm.model.tig082700000206.37
ko05010,evm.model.tig082700000206.37
ko04136,evm.model.tig082700000206.37
ko05014,evm.model.tig082700000206.37
ko04150,evm.model.tig082700000206.37
ko05017,evm.model.tig082700000206.37
ko04212,evm.model.tig082700002117.273
ko05022,evm.model.tig082700002117.273
ko05016,evm.model.tig082700002117.273
ko04138,evm.model.tig082700002117.273
ko04140,evm.model.tig082700002117.273
ko04139,evm.model.tig082700002117.273
ko05010,evm.model.tig082700002117.273
ko04136,evm.model.tig082700002117.273
ko05014,evm.model.tig082700002117.273
ko04150,evm.model.tig082700002117.273
ko05017,evm.model.tig082700002117.273
ko04212,evm.model.tig082700000253.12
ko05022,evm.model.tig082700000253.12
ko05016,evm.model.tig082700000253.12
ko04138,evm.model.tig082700000253.12
ko04140,evm.model.tig082700000253.12
ko04139,evm.model.tig082700000253.12
ko05010,evm.model.tig082700000253.12
ko04136,evm.model.tig082700000253.12
ko05014,evm.model.tig082700000253.12
ko04150,evm.model.tig082700000253.12
ko05017,evm.model.tig082700000253.12
ko04212,evm.model.tig082700000136.113
ko05022,evm.model.tig082700000136.113
ko05016,evm.model.tig082700000136.113
ko04138,evm.model.tig082700000136.113
ko04140,evm.model.tig082700000136.113
ko04139,evm.model.tig082700000136.113
ko05010,evm.model.tig082700000136.113
ko04136,evm.model.tig082700000136.113
ko05014,evm.model.tig082700000136.113
ko04150,evm.model.tig082700000136.113
ko05017,evm.model.tig082700000136.113
ko04212,evm.model.tig082700000308.36
ko05022,evm.model.tig082700000308.36
ko05016,evm.model.tig082700000308.36
ko04138,evm.model.tig082700000308.36
ko04140,evm.model.tig082700000308.36
ko04139,evm.model.tig082700000308.36
ko05010,evm.model.tig082700000308.36
ko04136,evm.model.tig082700000308.36
ko05014,evm.model.tig082700000308.36
ko04150,evm.model.tig082700000308.36
ko05017,evm.model.tig082700000308.36
ko04212,evm.model.tig082700000195.144
ko05022,evm.model.tig082700000195.144
ko05016,evm.model.tig082700000195.144
ko04138,evm.model.tig082700000195.144
ko04140,evm.model.tig082700000195.144
ko04139,evm.model.tig082700000195.144
ko05010,evm.model.tig082700000195.144
ko04136,evm.model.tig082700000195.144
ko05014,evm.model.tig082700000195.144
ko04150,evm.model.tig082700000195.144
ko05017,evm.model.tig082700000195.144
ko04212,evm.model.tig082700000227.74
ko05022,evm.model.tig082700000227.74
ko05016,evm.model.tig082700000227.74
ko04138,evm.model.tig082700000227.74
